NAME,URL,SECTOR,TWITTER,DATA SOURCE
100 Minds,www.100minds.org,Philanthropy & Social Good,@100minds,Dogpatch
247meeting,http://www.247meeting.com,Telecommunications & Networking,,Dublin BIC
2Checkout,http://www.2checkout.com,eCommerce,@2checkout,Crunchbase
2PaperDolls,http://2paperdolls.com,Entertainment & Publishing,@2paperdolls,"Bank of Ireland, AIB"
3D Interactive Learning Technologies,http://3dingenuity.ie/,EdTech,@3dingenuity,Bank of Ireland
3D4Medical,http://www.3d4medical.com/,Digital Health,@3d4medical,"IVCA, AIB"
3dcadsoft,http://www.3dcadsoft.com,Big Data & Analytics,,Crunchbase
3Funnel,http://www.3funnel.com,eCommerce,@3funnel,"NDRC, AIB"
3Strata Technologies,http://www.3strata.com/,Digital Health,@Incaplex,Nova UCD
3V Transaction Services,http://www.3vcorporate.com,FinTech,,"Bank of Ireland, AIB"
4property.com,4property.com,Enterprise,@4_property,Nova UCD
Ã“l App,http://www.olapp.co,Big Data & Analytics,@ol_app,"Bank of Ireland, IVCA"
A5 Technologies,http://www.a5pro.com/,EdTech,@A5Technologies,"EI, Synergy Centre"
Absorb,http://www.absorb.ie,Advertising & Marketing,@absorbIRL,Crunchbase
Access Earth,http://www.accessearth.org/,Enterprise,@teamaccessearth,Web Summit
Access Education Ltd,http://www.primaryschools.ie/,EdTech,@SchoolEnrolment,
AccessoLife,http://www.accessolife.com/#intro-accessolife,eCommerce,@AccessoTechLife,Web Summit
Ace  ,www.discoverace.com,Sports,,
ACE Health,http://www.acehealth.co,Digital Health,@acehealthco,"Trinity Research & Innovation, AIB, DCU Ryan Academy, Accenture"
Acquirer Systems,http://www.acquirer.com/,Security & Encryption,@Acquirer,"AIB, Accenture"
Acteavo,http://www.acteavo.com,Travel,@acteavo,"Dublin BIC, Bank of Ireland"
ActivateClients,http://activateclients.com,FinTech,,Accenture
Active Mind Technology (Imee Golf),www.gameyourgame.com,EdTech,@GAMEGOLF,IVCA
Actus Mobile,www.actusmobile.com,FinTech,,Accenture
Ad4Game,http://ad4game.com,Entertainment & Publishing,@Ad4Game,Web Summit
Adama Innovations,http://adamainnovations.com/,Hardware & IoT,,"AIB, Trinity Research & Innovation, NDRC"
Adamans,http://www.adamans.com,Advertising & Marketing,@adamans,Bank of Ireland
Adaptemy,https://www.adaptemy.com/,EdTech,@adaptemy,EI
AdaptiveMobile,http://www.adaptive-mobile.com,Telecommunications & Networking,@adaptivemobile,"AIB, Dublin BIC"
Adfaces,http://www.adfaces.net,Advertising & Marketing,@adfaces,Bank of Ireland
Adforce.com,http://adforce.com,Advertising & Marketing,@AdforceIreland,Crunchbase
Adhesive Digital,http://adhesivedigital.com/,Advertising & Marketing,,Bank of Ireland
Adoreboard,http://www.adoreboard.com/,Big Data & Analytics,,Accenture
Adpark,http://adpark.ie,Advertising & Marketing,@adparkie,Crunchbase
Adtruism,http://adtruism.com/,Philanthropy & Social Good,@adtruism,Silicon Republic
Adyuka,http://www.adyuka.com,Advertising & Marketing,@adyukateam,NDRC
Aerocoin,http://aerocoin.io/,FinTech,@aerocoin2,Trinity Research & Innovation
Aerospace Software Developments,http://www.aerospacedevelopments.com/welcome/welcome.html,Enterprise,,AIB
AerPods,http://www.aerpods.com,Travel,,Dublin BIC
Aertv,http://www.aertv.ie,Advertising & Marketing,@aertv,Crunchbase
Aficionado Technologies,http://www.aficionado.ie/,Enterprise,@aficionado_ie,"DCU, Nova UCD"
Aftering,http://www.aftering.com/,Philanthropy & Social Good,@After_WhatNow,NDRC
AgendaSec,http://www.agendasec.ie/,Security & Encryption,@AgendaSec,GEC
Agile Technologies,http://www.agiletoolkit.org/,Enterprise,@atk4,GEC
Agricultural Magnetics,www.maggrow.com,Environment (green/clean),,"Nova UCD, Accenture"
Agtel,http://www.agtel.ie,Advertising & Marketing,@agtel,Bank of Ireland
Aircraft Management Technologies,http://www.flightman.com,Enterprise,@flightman_efb,Bank of Ireland
Akari Software,www.akarisoftware.com,EdTech,@Akarisoftware,Coworkinn
Akita,https://www.akitaapp.com/,Enterprise,@akitaapp,NDRC
Alba Innovations,http://www.albainnovations.com/,Hardware & IoT,,NDRC
Aldaco Ltd,http://www.adyuka.com/,Advertising & Marketing,@adyukateam,NDRC
Aliquo,http://www.aliquo.ie/,eCommerce,,DCSO
Allergy Standards,http://www.allergystandards.com/,Digital Health,,"AIB, Trinity Research & Innovation"
Allied Automation,http://www.allied-auto.com/,MedTech,,AIB
Allpro,http://www.allpro.eu,Entertainment & Publishing,@sarahjames486,Bank of Ireland
Alpha Payments Cloud,http://www.alphapaymentscloud.com,FinTech,@AlphaPayments,Crunchbase
Altascience,http://www.altascience.ie/,MedTech,,AIB
Altion,http://altion.com/,Telecommunications & Networking,,AIB
Altocloud,http://www.altocloud.com/,Big Data & Analytics,@altocloud,
Amartus,http://www.amartus.com,Enterprise,@amartus_sds,AIB
Amasat Ltd,http://www.amasat.com/,Big Data & Analytics,@appSelekt,NDRC
Amber,http://ambercentre.ie/,MedTech,@ambercentre,Trinity
Ambisense,www.ambisense.net,Environment (green/clean),@ambisense_ltd,DCU Innovation
Amcs,http://www.amcsgroup.com/,Environment (green/clean),,
Amigo Media,http://www.amigomedia.ie/,Advertising & Marketing,,"AIB, IADT Media Cube"
Ammeon,http://www.ammeon.com/,Enterprise,,AIB
Amulet Devices,http://www.amuletdevices.com/,Hardware & IoT,@amuletdevices,Dublin BIC
An CosÃ¡n,http://www.learnosity.com/,EdTech,@ancosanVCC,EI
An Cosan VCC,http://ancosanvcc.com/,Philanthropy & Social Good,@AnCosan_VCC,
Anam Mobile,http://www.anam.com,Telecommunications & Networking,,Bank of Ireland
Animo Television,http://animo.ie/,Entertainment & Publishing,@animotelevision,AIB
Answer Device,http://answerdevice.com/,Hardware & IoT,,HBAN
Antuar,www.antuar.com,Enterprise,@antuar,Accenture
Aonta Technologies,http://www.aonta.com,Enterprise,@aontatech,"AIB, Accenture"
Apc,www.approcess.com,MedTech,,"Nova UCD, Accenture"
AppAce learning Solution,http://legion.ie/,EdTech,@appacegames,IADT Media Cube
Apperbook,http://www.aPperbook.com,"EdTech, Enterprise",@apperbook,"HBAN, Digital Hub, Accenture"
Applied Intelligence Analytics,http://www.aianalytics.ie/,Big Data & Analytics,,
Applied Process Company,http://www.approcess.com/,Environment (green/clean),,Nova UCD
Applied Research for Connected Health,http://www.arch.ie/,Digital Health,@arch_ie_ucd,Nexus UCD
Appointz,http://www.appointz.com/,Telecommunications & Networking,@Appointz_,DCU Ryan Academy
Approximity,http://www.approximity.ie/,Social Media,,DCSO
AppSelekt,http://www.appselekt.com/,Enterprise,@AppSelekt,"DCU Ryan Academy, NDRC"
Appuchino,http://appuchino.ie/,Enterprise,@appuchino,Silicon Republic
AQ Metrics Ltd,www.aqmetrics.com,Enterprise,@aqmetrics,Accenture
AquaChia,http://www.launchbox.ie/cohort/,eCommerce,,Trinity Research & Innovation
Arann Healthcare,http://www.arannhealthcare.ie/,MedTech,,DCSO
Archsure,www.archsure.net,Enterprise,@kc_ie,DIT Hothouse
Arconics,http://www.arconics.com/,Enterprise,@Arconics,AIB
Arcutel,https://arcutel.com/,Telecommunications & Networking,@arcutel,Silicon Republic
Ardan1,http://www.ardan1.com/,Enterprise,,DCSO
Argutus Medical,www.ekfdiagnostics.com,MedTech,@EKFdiagnostics,AIB
Aritzan Creative,http://www.artizan.ie/,Enterprise,@artizancreative,AIB
Artomatix,http://artomatix.com/,Enterprise,@Artomatixltd,"DCU Ryan Academy, Silicon Republic, NDRC, Trinity Research & Innovation"
Asavie,http://www.asavie.com/,Enterprise,@Asavie,"AIB, IBEC, ISA"
Aspire Technology,http://www.aspiretechnology.com/,Telecommunications & Networking,@PerfectNetWrks,AIB
Assess Patients,www.assesspatients.com,Digital Health,@@assesspatients,Dell
Assist Garments,http://www.assistgarments.com,MedTech,@AssistGarments,"IADT Media Cube, DIT Hothouse"
Assured Web Services,http://www.assured.ie/,Enterprise,@AssuredWeb,"Web Summit, Accenture"
Athena Media,www.athenamedia.ie,Advertising & Marketing,@athenamediaie,AIB
Auto Angel,http://autoangel.ie/,Enterprise,@AutoAngelHQ,Web Summit
Autoaddress,https://www.autoaddress.ie/,Enterprise,,"IBEC, ISA"
Automsoft,http://www.automsoft.com/,Enterprise,,AIB
Avamind,www.avamind.com,Digital Health,,Dogpatch
Avectas,http://www.avectas.com/,MedTech,,Maynooth University
Avvio,www.avvio.com,Travel,,Accenture
Awesound,https://awesound.com,Entertainment & Publishing,@AwesoundApp,Web Summit
Axonista,http://www.axonista.com/,Entertainment & Publishing,@axonista,AIB
Ayda Technologies,http://www.ayda.co/,MedTech,,
Aylien,http://aylien.com/,Big Data & Analytics,@_aylien,Web Summit
B-sm@ark,http://www.b-smark.com/,Advertising & Marketing,@rtmysmark,NDRC
Babco Europe,http://babcoeurope.com/,eCommerce,@babcoeurope,AIB
BalconyTV,balconytv.com,Entertainment & Publishing,@BalconyTV,AIB
Balls,http://www.balls.ie/,Entertainment & Publishing,@ballsdotie,"NDRC, DIT Hothouse"
Bankhawk,https://www.bankhawk.com/,FinTech,@bankhawk,"AIB, GEC, Accenture"
BarracudaFX,www.barracudafx.com,FinTech,,"AIB, Accenture"
Barricade Security Systems,https://barricade.io/,Security & Encryption,,AIB
Base App,https://getbase.com/,Enterprise,,DCSO
Baywater Healthcare,http://www.baywater.ie/,MedTech,,AIB
Beaconfy,https://www.beaconfy.com/,Enterprise,@beaconfy,Web Summit
BeaconLabs,http://beaconlabs.ie/,Enterprise,,DCSO
Beanbag Sports,www.beanbagsports.com,Entertainment & Publishing,@@BeanBagSports,Dell
Beats Medical Limited,http://www.beatsmedical.com/,Digital Health,@BeatsMedical,"AIB, ISA, Trinity Research & Innovation"
Beatselecta,www.beatselecta.com,Entertainment & Publishing,,NDRC
BeautifEye,www.beautifeye.co,Social Media,,DIT Hothouse
Ben & Anvil,http://benandanvil.com/,Entertainment & Publishing,,
Benetel,http://www.benetel.com/,Telecommunications & Networking,,AIB
Berand,http://www.berand.ie/,MedTech,,"AIB, Nova UCD, Accenture"
Best Man App,http://www.bestmanapp.com/,Entertainment & Publishing,,DCSO
Better Energy Management,http://www.bem-ltd.com,Environment (green/clean),,Crunchbase
Better Examinations.ie,http://betterexaminations.ie,EdTech,@james_eggers,Bank of Ireland
Beutifi,https://beutifi.com/,Digital Health,@BEUTiFiOfficial,"DIT Hothouse, NDRC"
Bgate,http://www.bgate.com,Enterprise,,IADT Media Cube
BiancaMed,http://www.biancamed.com/,MedTech,,"AIB, Accenture"
Big Bang,https://bigbang.ie/,Enterprise,@bigbangireland,Digital Hub
Big Red Cloud,http://bigredcloud.com,Enterprise,@bigredcloud,"AIB, Dublin BIC"
BikeBox,http://thebikeboxclub.com/,Sports,@TheBikeboxClub,Web Summit
Billfaster,www.billfaster.com,FinTech,,"AIB, DCU Ryan Academy, IADT Media Cube"
Bimeda,http://www.bimeda.ie/,Environment (green/clean),,AIB
Biocroi,http://www.advancedmicroplates.com,MedTech,@biocroi,"AIB, Trinity Research & Innovation, Accenture"
Biopharma Watch,http://www.biopharmawatch.com/,MedTech,,NDRC
Bioplastech,http://www.tcbb.ie/bioplastics,Environment (green/clean),,"AIB, Nova UCD, Accenture"
Bioscreen Health,http://bioscreenhealth.com/,MedTech,,NDRC
Biosensia,http://www.biosensia.com,MedTech,,"AIB, UCD Innovation, Accenture"
Biosystems Engineering,http://www.bioe.ie,Environment (green/clean),,"Nova UCD, Accenture"
Birbl,http://birbl.com,Travel,@birbltweets,Dublin BIC
Birdleaf,http://birdleaf.io/,Advertising & Marketing,@birdleafio,Crunchbase
Bisees,http://bisees.com/,FinTech,@BiseesMarketing,Crunchbase
Bitesize Irish Gaelic,http://www.bitesizeirishgaelic.com,EdTech,,Bank of Ireland
BitRabbit,http://www.bitrabbit.net/,Entertainment & Publishing,,AIB
Bizbaze,http://www.bizbaze.com,Enterprise,@bizbaze,"GEC, Accenture"
Bizimply,http://www.bizimply.com,HR & Recruitment,@Bizimply,"ISA, NDRC, Web Summit, Accenture"
Black Onyx Interactive,http://www.blackonyx.ie/2015/,Enterprise,@BlackOnyxWeb,"AIB, GEC"
Blastbeat,http://www.blastbeat.org,Entertainment & Publishing,@blastbeat_uk,Crunchbase
Blazer,http://www.blazer.buzz,Hardware & IoT,,"Launchbox, Trinity College Dublin"
BlikBook,http://blikbook.com,EdTech,@BlikBook,AIB
Bloc Buy,http://www.blocbuy.com,eCommerce,,Dublin BIC
Bloomberg Polarlake,http://www.bloombergpolarlake.com/,Big Data & Analytics,,AIB
Bluebear,http://www.bluebear.ie/,Entertainment & Publishing,,AIB
Bluedog,http://www.bluedog.net,Enterprise,,Crunchbase
Blueface,http://www.blueface.ie,Telecommunications & Networking,@Bluefacemobile,"AIB, Dublin BIC"
Boards.ie,http://www.boards.ie/,Social Media,@boards,
Bodru,http://www.bodru.com,Enterprise,@BodruCloud,Bank of Ireland
Bonkers Money,http://www.bonkers.ie/,FinTech,@bonkers_ie,AIB
Bonnet Buddy,www.bonnetbuddy.ie,Enterprise,,DIT Hothouse
Bonzaquote,http://www.bonzaquote.com,eCommerce,@bonzaquote,DCU
Book A Language School,http://www.bookalanguageschool.com/,eCommerce,@BookALanguage,
Book Assist,http://www.bookassist.org/,Enterprise,@bookassist,AIB
Book E,http://www.book-e.co/,Entertainment & Publishing,,DCU Ryan Academy
Bookassist,http://bookassist.org/,Enterprise,@Bookassist,AIB
Bookbuzz,http://www.bookbuzz.biz,"Enterprise, Travel",@bizbookinsights,Bank of Ireland
BookMeetingRoom,http://www.bookmeetingroom.com,Enterprise,,Crunchbase
Boolean Tech,http://www.booleantech.net,Telecommunications & Networking,@Stitme,HBAN
Boss Metrics,http://www.bossmetrics.com,Advertising & Marketing,@bossmetrics,NDRC
BoxAngel,http://www.boxangel.com/,Big Data & Analytics,@boxangelnews,Crunchbase
Boxever,http://www.boxever.com,Big Data & Analytics,@Boxever,"NDRC, Frontline Ventures, Trinity Research & Innovation"
Boxfish,http://boxfish.com,Advertising & Marketing,@bxfsh,AIB
BoxPay,http://www.boxpay.com,FinTech,@boxpay,AIB
Braahmam,http://www.braahmam.net/,Enterprise,@Braahmam,Digital Hub
BragBet,http://www.bragbet.com,Entertainment & Publishing,@bragbet,"AIB, NDRC, Accenture"
Brandfire,http://www.brandfire.ie/,HR & Recruitment,@Brandfire1,Crunchbase
Brandkloud,http://www.brandkloud.com/,Advertising & Marketing,@brandkloud,Bank of Ireland
Brandtone,http://www.brandtone.ie,Advertising & Marketing,@Brandtone,"AIB, Bank of Ireland"
Breakout Interactive,http://www.breakoutinteractive.com,Entertainment & Publishing,,Bank of Ireland
Brim Brothers,http://www.brimbrothers.com/,eCommerce,@brimbrothers,Bank of Ireland
Bring4You,http://bring4you.com,Travel,@bring4_you,Web Summit
BriteBill,http://www.britebill.com,Telecommunications & Networking,@britebill,"AIB, Dublin BIC, ISA, Accenture"
Bsecur,http://www.b-secur.com/,Security & Encryption,,DCSO
BuildingEye,http://www.buildingeye.com/,Enterprise,,Dogpatch Labs
Bullet,http://www.bullethq.com,Enterprise,@bullethq,"Bank of Ireland, DIT Hothouse"
BullorBear,http://www.bullorbear.com,Entertainment & Publishing,@buIIorbear,"AIB, NDRC, Accenture"
Bundly,www.bundly.io,Social Media,,DIT Hothouse
Busy Moos,http://www.busymoos.com/,Telecommunications & Networking,,"Digital Hub, NDRC"
Butter,http://thisisbutter.com/,Advertising & Marketing,@butterfilms,NDRC
Buy & Sell,http://buyandsell.ie,Advertising & Marketing,,Crunchbase
Buy4Now,http://buy4now.com,eCommerce,@Buy4Now,AIB
BuyIreland,http://buyireland.com/,eCommerce,@buyireland,HBAN
Buymie,http://www.buymie.eu/,eCommerce,,Techstars
Buzzoo,http://buzzoo.fm,Entertainment & Publishing,@buzzoofm,"Digital Hub, NDRC"
Bynk,http://bynk.me,FinTech,@bynkme,"NDRC, Trinity Research & Innovation"
ByteSurgery (D4H Technologies),http://www.d4h.org/,Enterprise,@d4h,AIB
C Infinity,http://www.cinfinity.ie,Security & Encryption,@cinfinity,"AIB, Bank of Ireland"
Caboom,http://www.caboom.ie/,Entertainment & Publishing,,AIB
Calcfox,http://www.calcfox.io/,FinTech,@calcfox_io,"GEC, Accenture"
Caliber,http://www.caliber.ie,HR & Recruitment,,"Dublin BIC, AIB"
Calisto,www.calistodata.com,Enterprise,,DCU
Camara,http://camara.org,Philanthropy & Social Good,@CamaraEducation,Bank of Ireland
Camba TV,http://www.camba.tv,Security & Encryption,@cambatv,"AIB, Bank of Ireland, Trinity Research & Innovation"
CampusIT,http://www.campusit.net,Enterprise,@CampusIT,AIB
CampusRock,http://www.campusrock.com,Enterprise,@cloudstreams,Bank of Ireland
Candidate Manager,http://www.candidatemanager.net/,HR & Recruitment,,AIB
Captec,http://www.captec.ie/,Hardware & IoT,,AIB
Carbon Control,http://www.carboncontrol.com,Environment (green/clean),@carboncontrol,"Bank of Ireland, DIT Hothouse"
Carbon Decisions,http://www.carbondecisions.com,Environment (green/clean),,"Nova UCD, Accenture"
CarbonRoute,http://www.carbonroute.com/,Telecommunications & Networking,,Crunchbase
CarBuyersGuide,http://www.cbg.ie,eCommerce,@cbg_dot_ie,Bank of Ireland
Card Commerce,http://card-commerce.com/,Advertising & Marketing,@talktosavvy,"AIB, Accenture"
CareerGuidance.ie,http://www.careerguidance.ie/,HR & Recruitment,@careerg,Digital Hub
CareZapp,http://carezapp.com/,Digital Health,@CareZapp,"AIB, Silicon Republic"
Carhire,http://www.carhire.ie,eCommerce,@carhireie,Bank of Ireland
CarTrawler,http://www.cartrawler.com,Travel,@cartrawler,"AIB, Bank of Ireland"
CashAnalytics,http://www.cashanalytics.com,FinTech,@cashanalytics,Bank of Ireland
CD analytics,http://www.cdanalytics.ie,Big Data & Analytics,@cdanalytics,Bank of Ireland
Cellusys,http://www.cellusys.com/,Telecommunications & Networking,@cellusys,NDRC
Celtech Software International,http://www.celtechgroup.com/,Enterprise,@CeltechSoftware,AIB
Celtic Testing,http://celtictesting.com/,FinTech,,
CertiVox,http://www.certivox.com,Enterprise,@certivox,"Digital Hub, Invent DCU"
Cesanta,http://cesanta.com/,Hardware & IoT,@CesantaHQ,"AIB, HBAN, Web Summit"
Chainsmiths,http://chainsmiths.com/#,FinTech,@Chainsmiths,
Chameleon,http://chameleon.ad/,Advertising & Marketing,,Connect Ireland
ChangePanda,http://www.changepanda.com,Enterprise,@changepanda,Bank of Ireland
ChangeX,http://www.changex.org,Philanthropy & Social Good,@changexhq,Dogpatch Labs
Channelforge,http://www.channelforge.com,Social Media,@channelforge,"AIB, The Hive @ Liffey Trust"
Channelship,http://www.channelship.ie/,Advertising & Marketing,@channelship,"AIB, GEC"
ChannelSight,http://www.channelsight.com,eCommerce,@ChannelSight,IADT Media Cube
Chasing Returns,https://chasingreturns.com/,FinTech,@Chasing_Returns,"EI, NDRC, Accenture"
CheckVentory,http://www.checkventory.com/,Big Data & Analytics,@checkventory,"IADT Media Cube, DIT Hothouse, Accenture"
ChildDiary,https://childdiary.net/,EdTech,@ChildDiaryNet,Crunchbase
Chillcart Limited,https://beta.chillcart.ie/,eCommerce,,
Chillicam,http://www.chillicam.com,Enterprise,,Synergy Centre ITT
Chuffey,http://www.chuffey.com/,Advertising & Marketing,@chuffeymedia,NDRC
Cicero Networks,http://www.ciceronetworks.com,Telecommunications & Networking,,"AIB, Bank of Ireland"
Cies,http://cies.ie/,Security & Encryption,@CIESSMC,Crunchbase
CipherApps,http://www.cipherapps.com,Enterprise,@cipherapps,"AIB, Dublin BIC"
Circit,http://www.circithq.com/,FinTech,,
Circle,https://www.circle.com/,FinTech,@circlepay,GEC
Circulator,http://www.circulator.com/,Enterprise,@circulatorhq,"AIB, EI HPSU"
Cirkit.io,http://cirkit.io/,Hardware & IoT,@cirkitio,DIT Hothouse
Cirquit.tv,http://cirquit.tv,Advertising & Marketing,,"Silicon Republic, Dublin BIC"
CityBcon,http://citybcon.com/,Big Data & Analytics,@citybcon,"Silicon Republic, Accenture"
CityHook,http://cityhook.com,Big Data & Analytics,@cityhook,"AIB, NDRC, Accenture"
Civic Resource Group,http://www.civicresource.com/,Enterprise,@CivicResource,
CiviQ,http://www.civiq.eu,Enterprise,@aphelionltd,NDRC
Clavis Insight,http://www.clavisinsight.com,Big Data & Analytics,@clavistech,"AIB, Bank of Ireland"
ClearSight,http://www.clearsightinnovations.com/,MedTech,,"GEC, NDRC"
ClearTone Technologies,http://www.ctone.eu/,Enterprise,,NDRC
Clearvision-CM,http://www.clearvision-cm.com,Enterprise,@clearvisioncm,GEC
Clerky,https://clerky.co/,eCommerce,,
Clever Box Club,http://www.cleverboxclub.com/,eCommerce,,Crunchbase
Cleverbug,http://www.cleverbug.com,Advertising & Marketing,@cleverbug,"AIB, Bank of Ireland"
ClickAndGo,http://www.clickandgo.com,Travel,@ClickandGo_Hols,Bank of Ireland
ClickMeter,https://clickmeter.com/,Enterprise,@clickmeter,Dogpatch
Clientrol,http://www.clientrolapp.com,Enterprise,@clientrol,HBAN
Clinch,http://www.clinch.io,HR & Recruitment,@clinchhq,"AIB, Bank of Ireland, Dogpatch Labs, Accenture"
Clindox,http://www.clindox.com,Enterprise,@clindox,"Bank of Ireland, Accenture"
Clinics in Motion,http://www.clinicsinmotion.com,Digital Health,@clinicsinmotion,Dublin BIC
Clintech Health Care,http://clintech.ie/,MedTech,,AIB
Clirinx,http://www.clirinx.com,MedTech,,Dublin BIC
Cloud KPI,http://www.cloudkpi.com/,Enterprise,@CloudKPI,"DCU Ryan Academy, Accenture"
Cloud90,http://cloud90.ie/,Social Media,@Cloud90HQ,IVCA
CloudBeds,http://www.cloudbeds.com,Enterprise,@CloudBeds,Digital Hub
CloudCompare,http://www.cloudcompare.ie,Enterprise,@cloudcompareie,"AIB, IVCA, Bank of Ireland"
CloudDock,http://clouddock.co,Enterprise,CloudDockHQ,"NDRC, Digital Hub, Accenture"
ClubApp,http://clubapp.ie/,Entertainment & Publishing,@ClubApp,Web Summit
Cluey,http://cluey.com,Enterprise,@clueycom,"AIB, Dublin BIC, IVCA"
CoalFace,http://www.coalfacecapital.com/,FinTech,@coalfacecapital,"Web Summit, Nova UCD"
Code Institute,http://www.codeinstitute.net/,EdTech,@codersinstitute,
CoderDojo,https://coderdojo.com/,Philanthropy & Social Good,,"Dogpatch Labs, Accenture"
Cogni ,http://www.cogninow.com/,FinTech,,
Cogs The Brain Shop,http://cogsthebrainshop.ie,EdTech,CogsBrainShop,"Bank of Ireland, IVCA"
Cohort,http://c.ohort.net/,Big Data & Analytics,@CohortHQ,DCSO
Coindrum,http://www.coindrum.com,Travel,@Coindrum,"Dublin BIC, HBAN, Dogpatch Labs"
Coinprism,http://www.coinprism.com,FinTech,@coinprism,"Bank of Ireland, IVCA, Accenture"
Cold Lilies,http://www.coldlilies.com/,eCommerce,@coldlilies,"EI HPSU, HBAN"
CommProve,http://www.commprove.com,Enterprise,,"AIB, Bank of Ireland, IVCA"
Commutable,http://commutable.com/,Big Data & Analytics,,NDRC
Complyfile,https://complyfile.com/,Enterprise,@complyfile,"Bank of Ireland, IVCA"
ComputeNext,http://www.computenext.com,Enterprise,@computenext,GEC
Comrade,https://www.findacomrade.com/,Social Media,@Findacomrade,Web Summit
Conker,http://www.conker.io,Big Data & Analytics,@conker_io,"AIB, NDRC"
Connector,http://connector.ie/,Advertising & Marketing,@connector360,"Bank of Ireland, IVCA"
Connectors Marketplace,http://www.connectorsmarketplace.com,Advertising & Marketing,@connectors_io,"Dublin BIC, Nova UCD, Accenture"
Connexicon,http://www.connexiconmedical.com/,MedTech,,"AIB, Synergy Centre ITT"
Converser,http://www.converser.io,Telecommunications & Networking,@converser,"AIB, Bank of Ireland, IVCA"
Cool Beans,http://www.coolbeans.ie/,eCommerce,@coolbeancompany,DCU Ryan Academy
CoolMoss,http://www.coolmoss.ie/,Advertising & Marketing,@CoolMossCreate,"AIB, Digital Hub"
Coolnagour Ltd t/a iCabbi,http://www.icabbi.com/,Enterprise,iCabbi,NDRC
Coolpower,http://coolpowerinvestments.com,Big Data & Analytics,,Nova UCD
CoreHR,http://www.corehr.com/,HR & Recruitment,,ISA
Corlytics,http://corlytics.com/,FinTech,,"IVCA, Nova UCD, Accenture"
Cortechs,http://cortechs.ie/,Digital Health,@cortechs_ab,"Bank of Ireland, IVCA, EI"
Cortona3D,http://www.cortona3d.com,Enterprise,,"Bank of Ireland, IVCA"
Corvil,http://www.corvil.com,Enterprise,@corvilinc,AIB
Corvus Software,http://www.corvussoftware.ie/,Enterprise,@CorvusSoftware,"Bank of Ireland, IVCA"
Courtsdesk,http://courtsdesk.com/,Big Data & Analytics,@courtsdesk,"Techstars, Accenture"
CoutureÂ­Intel,http://ci.darvu.com/,eCommerce,@CoutureIntel,Web Summit
Coveyo,http://www.coveyo.com/,Travel,,EI HPSU
CPD Sessions,http://www.cpdsessions.com,Digital Health,,"Invent DCU, Accenture"
CR2,http://www.cr2.com,Enterprise,@CR2_ltd,"AIB, Bank of Ireland, IVCA"
CreateSound.ie,http://createsound.ie/,EdTech,@createsoundie,GEC
Creative Nation MCN,http://www.cnation.co/,Advertising & Marketing,CNationNetwork,Crunchbase
Credibility Technologies,http://gocredibility.com/,Enterprise,@Credibilityie,"AIB, Accenture"
Credit Expo,http://www.creditexpo.ie,Enterprise,,Nova UCD
Creeper Crawlers,http://www.creepercrawlers.com,eCommerce,@creepercrawlers,"Dublin BIC, DCU Ryan Academy"
Creme Global,http://www.cremeglobal.com/,Digital Health,@cremeglobal,"Dublin BIC, Trinity"
Crew Factors,http://crewfactors.com/,Big Data & Analytics,@crewfactors,Trinity Research & Innovation
Crewger,http://beta.crewger.com,Enterprise,@crewger,LEO
Critical Data Services,http://www.criticaldata.ie,Security & Encryption,@critical_data,Crunchbase
